sequence_id,"Hugenholtz prokMSA_id","Hugenholtz Simrank id","Hugenholtz DNAML id","Hugenholtz DNAML columns","Hugenholtz tax string"
Elev_16S_421,114296,90.92,0.984717,1191,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; bacterium_Ellin6067; AKYH1344; otu_2193"
Elev_16S_422,141918,74.21,0.93549,1182,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_424,210827,100,0.999993,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_426,151190,49.37,0.839839,1184,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; Unclassified; otu_811"
Elev_16S_427,156603,67.98,0.932336,1192,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; CLi114; JG36-TzT-77; otu_187"
Elev_16S_428,41683,73.55,0.93533,1127,"Hugenholtz:Bacteria; WS3; Sediment-1; PRR-12; otu_2862"
Elev_16S_429,148464,61.85,0.870158,1177,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Unclassified; otu_1914"
Elev_16S_430,76590,71.12,0.939559,1138,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_431,206840,100,0.999993,1195,"Hugenholtz:Bacteria; Elev_16S_1860; otu_986"
Elev_16S_434,214957,61.08,0.910636,1191,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; H39; otu_826"
Elev_16S_435,10623,64.23,0.89818,1187,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Myxococcus; otu_2622"
Elev_16S_436,195316,64.26,0.909066,1188,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; A08_WMSP1; otu_191"
Elev_16S_437,153809,55.24,0.856568,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_439,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_440,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_441,206068,66.85,0.888486,1185,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; bacterium_Ellin6071; otu_230"
Elev_16S_442,203769,81.29,0.967698,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; A21b; Unclassified; otu_2178"
Elev_16S_443,113386,83.5,0.959311,1185,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Terrimonaceae; otu_747"
Elev_16S_444,1665,40.18,0.773868,1187,"Hugenholtz:Bacteria; OP3; BD4-9; otu_1769"
Elev_16S_445,143077,50.81,0.841976,1186,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Unclassified; otu_2535"
Elev_16S_446,207738,78.47,0.949152,1194,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; CL500-29; Unclassified; otu_247"
Elev_16S_447,206840,100,0.999993,1195,"Hugenholtz:Bacteria; Elev_16S_1860; otu_986"
Elev_16S_448,213527,99.45,0.999164,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_449,211564,64.54,0.918746,1177,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; Acidimicrobineae; Unclassified; otu_240"
Elev_16S_450,207691,55.27,0.879518,1154,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Unclassified; otu_2538"
Elev_16S_451,215252,79.42,0.961753,1185,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_452,69071,94.02,0.982813,1180,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Unclassified; otu_2177"
Elev_16S_453,177583,72.14,0.932641,1193,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin329; Unclassified; otu_2012"
Elev_16S_454,153594,67.11,0.92488,1194,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Frankineae; Unclassified; otu_304"
Elev_16S_455,206713,99.68,0.999993,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_456,204798,99.44,0.99915,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_457,213384,57.42,0.82798,1179,"Hugenholtz:Bacteria; OD2; Unclassified; otu_1723"
Elev_16S_458,128706,62.23,0.877062,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium; Sinorhizobium; Mesorhizobium_huakuii; Unclassified; otu_2053"
Elev_16S_462,177827,74.9,0.953672,1195,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Corynebacterineae; Mycobacteriaceae; Unclassified; otu_294"
Elev_16S_463,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_464,204110,70.89,0.889416,1175,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; Elev_16S_1619; otu_1732"
Elev_16S_466,131723,88,0.984005,1142,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_467,76590,53.42,0.843124,1135,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_468,113523,75.77,0.955518,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; LO131; otu_2279"
Elev_16S_469,211329,75.86,0.952727,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-2; CLi114; JG36-TzT-77; otu_187"
Elev_16S_470,113280,76.08,0.954936,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Opitutae; Opitutaceae; otu_2823"
Elev_16S_472,205662,99.61,0.998307,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_473,65465,73.4,0.935373,1175,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; A20; otu_1890"
Elev_16S_474,210266,75.88,0.929487,1193,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; EB1017_group; FAC31; otu_251"
Elev_16S_475,131723,88.84,0.986374,1188,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_476,113983,91.77,0.980953,1176,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ii3-15; Riz6I; otu_203"
Elev_16S_477,145682,51.23,0.829099,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Legionellales; Unclassified; otu_2381"
Elev_16S_479,85176,79.89,0.947829,1183,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; T20; otu_2236"
Elev_16S_481,78172,63.1,0.881277,1155,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Acetobacterales; Unclassified; otu_1891"
Elev_16S_482,60585,66.02,0.916057,1148,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Unclassified; otu_227"
Elev_16S_483,207115,89.55,0.98213,1194,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Elev_16S_485,109213,48.7,0.836874,1192,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacteraceae; Syntrophobacter; otu_2651"
Elev_16S_486,136192,86.61,0.972421,1191,"Hugenholtz:Bacteria; Acidobacteria; RB25; JG37-AG-81; otu_224"
Elev_16S_487,213064,100,0.999993,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_488,217095,100,0.999993,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_489,90031,79.84,0.956433,1193,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Hyphomicrobiaceae2; Unclassified; otu_1953"
Elev_16S_491,105216,79.16,0.960823,1192,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Elev_16S_492,152363,73.42,0.937931,1192,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Elev_16S_493,114276,75.29,0.936434,1186,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Unclassified; otu_726"
Elev_16S_494,159651,85.33,0.972087,1177,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; Unclassified; otu_200"
Elev_16S_495,206840,100,0.999993,1195,"Hugenholtz:Bacteria; Elev_16S_1860; otu_986"
Elev_16S_497,120011,96.7,0.990545,1176,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_499,137507,61.44,0.903441,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Legionellales; Unclassified; otu_2381"
Elev_16S_500,208353,56.11,0.869867,1187,"Hugenholtz:Bacteria; OP10; CH21; otu_1736"
Elev_16S_501,216638,57.45,0.892352,1193,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; Unclassified; otu_238"
Elev_16S_502,129374,85.3,0.97168,1195,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Propionibacterineae; Nocardioidaceae; Unclassified; otu_339"
Elev_16S_503,213527,97.95,0.996621,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_504,215089,99.7,0.999993,1191,"Hugenholtz:Bacteria; Actinobacteria; a13143; Elev_16S_1052; Elev_16S_575; otu_237"
Elev_16S_506,139745,82.41,0.945838,1179,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonas; Sphingomonas_sp_MK346; Sphingomonas_melonis; otu_2148"
Elev_16S_508,215521,71.13,0.924894,1182,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; mle1-7; otu_2280"
Elev_16S_509,85458,58.69,0.853051,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Elev_16S_510,212455,78.1,0.96543,1192,"Hugenholtz:Bacteria; Verrucomicrobia; Verruco-3; Verrucomicrobia_subdivision_3; otu_2833"
Elev_16S_511,104976,76.68,0.930998,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_512,205662,99.61,0.998307,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_514,213424,44.7,0.783112,1177,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; B74; otu_229"
Elev_16S_517,113582,76.3,0.927423,1174,"Hugenholtz:Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemm-1b; Unclassified; otu_1656"
Elev_16S_520,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_522,76986,76.48,0.948062,1131,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ellin323; Unclassified; otu_208"
Elev_16S_524,131220,69.79,0.93828,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_526,206192,88.37,0.973133,1184,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; Unclassified; otu_201"
Elev_16S_527,215089,99.7,0.999993,1191,"Hugenholtz:Bacteria; Actinobacteria; a13143; Elev_16S_1052; Elev_16S_575; otu_237"
Elev_16S_528,207618,97.25,0.997449,1186,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_531,106298,54.36,0.846787,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Ellin339; Unclassified; otu_2331"
Elev_16S_532,144019,78.95,0.957117,1188,"Hugenholtz:Bacteria; Acidobacteria; ABS-327; EB1093; otu_184"
Elev_16S_535,217095,98.1,0.994935,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_537,101392,77.8,0.953454,1116,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; bacterium_Ellin6067; Unclassified; otu_2192"
Elev_16S_539,75884,55.98,0.862775,1123,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; JG37-AG-128; otu_2611"
Elev_16S_540,112000,52.49,0.843182,1182,"Hugenholtz:Bacteria; SC4; Unclassified; otu_2698"
Elev_16S_541,209489,60.36,0.904473,1193,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Unclassified; otu_2624"
Elev_16S_543,211079,97.59,0.998292,1180,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_544,204110,70.63,0.878893,1174,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; Elev_16S_1619; otu_1732"
Elev_16S_545,60598,64.18,0.907904,1184,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; EB1021; Unclassified; otu_2606"
Elev_16S_547,204798,64.4,0.900418,1184,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_835; otu_1970"
Elev_16S_548,151071,58.97,0.894125,1195,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Unclassified; otu_2620"
Elev_16S_549,206654,55.05,0.871277,1176,"Hugenholtz:Bacteria; Chloroflexi; TK17; S085; otu_902"
Elev_16S_550,138799,76.66,0.940286,1106,"Hugenholtz:Bacteria; Bacteroidetes; Flavobacteriales; Sporocytophaga; Unclassified; otu_674"
Elev_16S_552,210827,100,0.999993,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_553,142472,81.81,0.968177,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Elev_16S_555,114209,77.92,0.945504,1191,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; Burkholderiales; bacterium_Ellin6067; AKYH1344; otu_2193"
Elev_16S_556,142673,49.96,0.829898,1188,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Micromonosporaceae; Unclassified; otu_333"
Elev_16S_557,159651,85.33,0.972087,1177,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; Unclassified; otu_200"
Elev_16S_558,207518,68.1,0.923615,1192,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; Thermoleiphilaceae; C-F-2; MFC-EB10; otu_376"
Elev_16S_559,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_563,125157,65.49,0.916435,996,"Hugenholtz:Bacteria; Actinobacteria; Acidimicrobidae; CL500-29; Unclassified; otu_247"
Elev_16S_564,204862,69.41,0.926813,1189,"Hugenholtz:Bacteria; Actinobacteria; Rubrobacteridae; MC47; otu_371"
Elev_16S_565,141306,67.24,0.891683,1180,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Elev_16S_566,139464,70.64,0.936013,1108,"Hugenholtz:Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Unclassified; otu_2624"
Elev_16S_567,207618,97.49,0.997464,1187,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_569,173338,81.58,0.966346,1193,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Hyphomicrobiaceae2; Unclassified; otu_1953"
Elev_16S_571,111882,86.29,0.980386,1191,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Ephadobacter; UA1; otu_214"
Elev_16S_572,148269,48.18,0.826032,1180,"Hugenholtz:Bacteria; Planctomycetes; agg27; OM190; ARKCH2Br2-76; otu_1798"
Elev_16S_573,88963,66.21,0.898456,1147,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-4; Unclassified; otu_190"
Elev_16S_575,215089,100,0.999993,1191,"Hugenholtz:Bacteria; Actinobacteria; a13143; Elev_16S_1052; Elev_16S_575; otu_237"
Elev_16S_578,211514,84.43,0.971506,1192,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin314; Unclassified; otu_2009"
Elev_16S_579,131723,88.47,0.985909,1149,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Betaproteobacteria; MND1; Unclassified; otu_2278"
Elev_16S_581,155088,75.84,0.952059,1195,"Hugenholtz:Bacteria; Acidobacteria; Solibacteres; Solibacterales; Unclassified; otu_228"
Elev_16S_582,156886,78.53,0.953803,1194,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Ellin329; bacterium_Ellin332; otu_2013"
Elev_16S_585,216470,78.52,0.959384,1188,"Hugenholtz:Bacteria; Bacteroidetes; Saprospirales; Terrimonaceae; otu_747"
Elev_16S_587,216606,55.22,0.893267,1142,"Hugenholtz:Bacteria; Chloroflexi; TK17; S085; otu_902"
Elev_16S_588,215379,61.76,0.896,1187,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SBR1031; otu_853"
Elev_16S_589,4617,71.55,0.931522,1194,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Hyphomicrobiaceae2; Unclassified; otu_1953"
Elev_16S_590,211302,68.21,0.912598,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Amb_16S_586; otu_1968"
Elev_16S_592,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_593,113651,78.49,0.970401,1184,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SOGA31; otu_860"
Elev_16S_595,113666,95.84,0.994702,1138,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Unclassified; otu_1966"
Elev_16S_596,215379,61.92,0.893035,1189,"Hugenholtz:Bacteria; Chloroflexi; Anaerolineae; SBR1031; otu_853"
Elev_16S_597,104976,74.38,0.91908,1187,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_598,89700,71.76,0.915854,1063,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Sphingomonadales; Unclassified; otu_2123"
Elev_16S_599,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_601,76459,58.04,0.893529,1138,"Hugenholtz:Bacteria; Acidobacteria; RB25; JG37-AG-81; otu_224"
Elev_16S_603,14393,71.95,0.961898,1192,"Hugenholtz:Bacteria; Firmicutes; Alicyclobacillaceae; Alicyclobacillus; Tumebacillus; otu_1036"
Elev_16S_604,160891,87.31,0.976752,1191,"Hugenholtz:Bacteria; Chloroflexi; Bljii12; EB1097; B07_WMSP1; otu_868"
Elev_16S_606,204118,73.26,0.942248,1182,"Hugenholtz:Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; Unclassified; otu_201"
Elev_16S_607,104976,76.68,0.930998,1186,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_608,210827,100,0.999993,1193,"Hugenholtz:Bacteria; TM7; TM7-1; Elev_16S_424; otu_2811"
Elev_16S_609,205220,74.06,0.943701,1152,"Hugenholtz:Bacteria; Verrucomicrobia; Spartobacteria; Unclassified; otu_2826"
Elev_16S_612,160891,85.62,0.985386,1183,"Hugenholtz:Bacteria; Chloroflexi; Bljii12; EB1097; B07_WMSP1; otu_868"
Elev_16S_613,129374,85.3,0.97168,1195,"Hugenholtz:Bacteria; Actinobacteria; Actinobacteridae; Propionibacterineae; Nocardioidaceae; Unclassified; otu_339"
Elev_16S_615,206008,100,0.999993,1185,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; AKYG694; otu_1908"
Elev_16S_616,214059,92.1,0.985517,1190,"Hugenholtz:Bacteria; Proteobacteria; AlphaBetaGammaproteobacteria; Alphaproteobacteria; Bradyrhizobiales; Rhodoplanaceae; Elev_16S_1075; otu_1969"
Elev_16S_618,202550,56.72,0.830886,1116,"Hugenholtz:Bacteria; OD2; SM2F11; KNA6-NB23; Elev_16S_1084; EV818EB5CPSAJJ44; otu_1733"
